transaction_id,amount,currency,payment_method,bank,merchant_category,hour,day_of_week,device_type,network_type,customer_age_days,previous_transactions,previous_failed_transactions,previous_attempts,transaction_velocity,is_new_device,bank_latency_ms,gateway_latency_ms,bank_success_rate,gateway_success_rate,payment_status,failure_reason
txn_00070792,576.42,INR,UPI,HDFC,FOOD,12,4,MOBILE,WIFI,303,12,3,2,2,0,178,145,0.9485,0.9374,0,
txn_00070793,55808.35,INR,UPI,HDFC,EDUCATION,10,4,MOBILE,5G,757,40,5,2,2,0,296,177,0.9366,0.957,1,INSUFFICIENT_FUNDS
txn_00070794,528.79,INR,NET_BANKING,HDFC,FOOD,14,1,MOBILE,5G,90,9,1,0,4,0,162,236,0.9486,0.939,0,
txn_00070795,6828.53,INR,UPI,AXIS,ECOMMERCE,17,0,MOBILE,5G,484,33,9,0,3,1,66,223,0.8907,0.958,1,NETWORK_DROP
txn_00070796,150.23,INR,UPI,SBI,FOOD,11,1,DESKTOP,5G,298,20,0,0,4,0,178,294,0.8816,0.9408,0,
txn_00070797,431.32,INR,CREDIT_CARD,SBI,FOOD,14,4,MOBILE,5G,90,2,0,0,1,0,122,376,0.8851,0.9158,1,BANK_DOWNTIME
txn_00070798,989.35,INR,CREDIT_CARD,AXIS,UTILITIES,10,4,MOBILE,5G,480,28,5,0,2,0,151,55,0.9071,0.9358,0,
txn_00070799,15335.42,INR,CREDIT_CARD,ICICI,TRAVEL,15,4,MOBILE,4G,111,5,1,0,1,1,258,104,0.9292,0.9563,0,
txn_00070800,645.67,INR,UPI,SBI,UTILITIES,19,3,MOBILE,4G,503,37,5,1,2,0,199,267,0.9035,0.8999,0,
txn_00070801,349.99,INR,UPI,HDFC,FOOD,7,6,MOBILE,4G,98,8,3,1,1,1,83,123,0.9308,0.9334,0,
txn_00070802,912.47,INR,UPI,SBI,UTILITIES,15,3,MOBILE,5G,221,14,1,3,3,1,480,140,0.8592,0.9159,1,GATEWAY_TIMEOUT
txn_00070803,35489.78,INR,UPI,HDFC,EDUCATION,13,3,MOBILE,WIFI,194,9,2,1,5,0,43,159,0.9368,0.9543,1,INSUFFICIENT_FUNDS
txn_00070804,254.85,INR,UPI,SBI,FOOD,7,4,MOBILE,5G,382,24,4,1,3,1,284,202,0.8844,0.9648,0,
txn_00070805,431.91,INR,UPI,ICICI,FOOD,21,4,MOBILE,4G,131,11,1,0,2,1,400,150,0.9253,0.9666,0,
txn_00070806,2379.53,INR,DEBIT_CARD,ICICI,ECOMMERCE,11,0,MOBILE,4G,234,16,1,1,4,1,65,66,0.9282,0.9396,0,
txn_00070807,3350.7,INR,UPI,SBI,TRAVEL,16,4,DESKTOP,4G,111,12,3,1,2,1,173,230,0.8866,0.9687,0,
txn_00070808,7365.67,INR,NET_BANKING,ICICI,ECOMMERCE,12,5,MOBILE,4G,157,8,0,2,3,0,364,140,0.9247,0.9562,0,
txn_00070809,3383.42,INR,CREDIT_CARD,HDFC,ECOMMERCE,11,2,MOBILE,2G,204,18,1,0,1,1,490,530,0.9249,0.9585,1,NETWORK_DROP
txn_00070810,3106.75,INR,CREDIT_CARD,HDFC,TRAVEL,15,2,MOBILE,4G,141,6,0,0,3,0,267,86,0.9529,0.9412,0,
txn_00070811,2000.84,INR,UPI,SBI,ECOMMERCE,18,3,MOBILE,WIFI,611,39,11,0,4,0,150,144,0.8918,0.9506,0,
txn_00070812,321.48,INR,UPI,ICICI,ENTERTAINMENT,19,2,MOBILE,2G,262,16,2,0,3,0,637,471,0.9307,0.9603,1,NETWORK_DROP
txn_00070813,1994.32,INR,CREDIT_CARD,SBI,ECOMMERCE,17,1,MOBILE,3G,258,20,2,1,3,0,454,380,0.8752,0.9424,0,
txn_00070814,277.51,INR,UPI,AXIS,ECOMMERCE,15,4,DESKTOP,5G,453,30,1,2,1,0,120,119,0.9187,0.9258,1,NETWORK_DROP
txn_00070815,161.29,INR,UPI,HDFC,FOOD,19,6,MOBILE,4G,386,27,0,0,5,0,179,103,0.9406,0.9439,0,
txn_00070816,796.07,INR,NET_BANKING,ICICI,ECOMMERCE,15,3,MOBILE,5G,161,10,2,1,3,1,186,94,0.9404,0.9501,0,
txn_00070817,1181.54,INR,DEBIT_CARD,HDFC,UTILITIES,22,3,MOBILE,4G,227,16,5,0,4,0,298,198,0.944,0.9711,0,
txn_00070818,873.2,INR,UPI,SBI,UTILITIES,15,0,MOBILE,4G,504,29,1,0,3,0,489,141,0.8745,0.9585,0,
txn_00070819,799.66,INR,CREDIT_CARD,SBI,FOOD,11,2,DESKTOP,5G,448,34,4,1,6,0,230,171,0.8938,0.9395,0,
txn_00070820,15868.39,INR,UPI,ICICI,TRAVEL,13,3,MOBILE,4G,303,15,2,0,3,0,717,301,0.642,0.9669,1,GATEWAY_TIMEOUT
txn_00070821,672.8,INR,UPI,HDFC,ENTERTAINMENT,14,1,MOBILE,5G,198,14,1,3,2,0,288,84,0.9474,0.9698,0,
txn_00070822,377.89,INR,UPI,SBI,ENTERTAINMENT,11,6,DESKTOP,4G,540,39,5,0,3,1,174,211,0.8835,0.9366,0,
txn_00070823,874.01,INR,UPI,ICICI,UTILITIES,9,0,MOBILE,4G,84,3,0,1,2,0,58,111,0.9316,0.9516,0,
txn_00070824,684.34,INR,DEBIT_CARD,ICICI,UTILITIES,13,6,TABLET,5G,314,16,2,0,1,1,103,210,0.9439,0.9345,0,
txn_00070825,2535.48,INR,UPI,SBI,ECOMMERCE,21,4,MOBILE,3G,48,4,1,0,4,1,245,309,0.8751,0.9313,0,
txn_00070826,10171.97,INR,NET_BANKING,AXIS,TRAVEL,10,2,MOBILE,WIFI,154,8,1,0,2,0,191,127,0.9227,0.9579,0,
txn_00070827,204.02,INR,UPI,ICICI,ENTERTAINMENT,12,2,DESKTOP,5G,266,24,1,4,2,0,333,51,0.9217,0.9293,1,USER_AUTHENTICATION_ERROR
txn_00070828,1625.1,INR,DEBIT_CARD,HDFC,ECOMMERCE,19,0,MOBILE,5G,145,12,1,1,4,0,318,63,0.941,0.9702,0,
txn_00070829,380.2,INR,UPI,HDFC,ECOMMERCE,8,1,MOBILE,4G,289,19,4,0,4,0,290,189,0.9304,0.9583,0,
txn_00070830,1651.31,INR,CREDIT_CARD,HDFC,TRAVEL,20,3,MOBILE,4G,333,25,2,0,5,1,152,175,0.9355,0.9211,0,
txn_00070831,2572.47,INR,CREDIT_CARD,ICICI,HEALTHCARE,18,5,MOBILE,5G,148,6,2,1,4,0,151,194,0.9447,0.9631,0,
txn_00070832,2242.67,INR,NET_BANKING,ICICI,ECOMMERCE,16,5,MOBILE,3G,332,20,6,0,2,0,216,292,0.9217,0.9504,0,
txn_00070833,631.23,INR,UPI,HDFC,ECOMMERCE,10,4,MOBILE,WIFI,240,15,2,0,2,1,122,54,0.9359,0.9237,0,
txn_00070834,385.35,INR,UPI,HDFC,FOOD,8,2,DESKTOP,4G,1050,61,11,0,5,1,240,115,0.9261,0.933,0,
txn_00070835,334.42,INR,UPI,SBI,FOOD,10,2,DESKTOP,5G,287,18,2,0,1,0,558,112,0.872,0.9416,1,NETWORK_DROP
txn_00070836,257.06,INR,UPI,SBI,FOOD,19,0,DESKTOP,4G,69,3,1,0,2,1,385,141,0.8772,0.9702,0,
txn_00070837,166.1,INR,DEBIT_CARD,ICICI,ECOMMERCE,21,5,MOBILE,WIFI,213,18,2,1,3,1,99,165,0.9395,0.9516,0,
txn_00070838,776.18,INR,CREDIT_CARD,HDFC,HEALTHCARE,19,6,MOBILE,4G,593,47,7,0,2,1,152,47,0.9505,0.9664,0,
txn_00070839,563.5,INR,CREDIT_CARD,AXIS,ECOMMERCE,15,1,MOBILE,4G,267,17,2,0,2,1,59,110,0.9005,0.9686,0,
txn_00070840,465.55,INR,NET_BANKING,AXIS,FOOD,22,5,DESKTOP,5G,76,6,0,0,3,1,117,129,0.9053,0.9334,0,
txn_00070841,586.63,INR,CREDIT_CARD,SBI,ECOMMERCE,20,4,DESKTOP,WIFI,269,23,3,1,1,0,121,53,0.8651,0.9473,0,
txn_00070842,402.95,INR,UPI,ICICI,ECOMMERCE,17,6,MOBILE,WIFI,33,2,0,0,1,0,117,45,0.9199,0.9558,0,
txn_00070843,6532.95,INR,UPI,AXIS,TRAVEL,6,1,DESKTOP,5G,384,29,3,0,2,1,136,66,0.8921,0.9379,0,
txn_00070844,3533.7,INR,DEBIT_CARD,AXIS,TRAVEL,11,5,DESKTOP,3G,121,5,0,0,1,1,180,380,0.913,0.892,0,
txn_00070845,333.2,INR,DEBIT_CARD,HDFC,FOOD,11,4,MOBILE,5G,326,20,5,0,1,1,402,59,0.704,0.969,0,
txn_00070846,119.73,INR,DEBIT_CARD,HDFC,FOOD,12,6,DESKTOP,WIFI,49,0,0,0,2,0,358,167,0.9398,0.9287,0,
txn_00070847,23568.83,INR,UPI,AXIS,EDUCATION,12,5,MOBILE,4G,138,10,1,0,4,0,271,79,0.8972,0.9788,1,INSUFFICIENT_FUNDS
txn_00070848,1665.97,INR,NET_BANKING,SBI,TRAVEL,21,3,MOBILE,4G,34,2,0,0,2,1,140,199,0.8949,0.9597,1,NETWORK_DROP
txn_00070849,1081.62,INR,DEBIT_CARD,SBI,FOOD,19,5,MOBILE,4G,63,6,1,0,3,1,170,167,0.8679,0.9578,0,
txn_00070850,653.89,INR,UPI,SBI,ECOMMERCE,18,6,MOBILE,4G,490,25,1,0,1,0,188,166,0.8811,0.9356,0,
txn_00070851,762.07,INR,UPI,ICICI,TRAVEL,13,5,MOBILE,4G,180,10,1,0,2,1,321,138,0.922,0.9506,0,
txn_00070852,619.61,INR,UPI,ICICI,UTILITIES,12,6,MOBILE,WIFI,118,6,1,4,1,1,309,160,0.9428,0.9566,1,USER_AUTHENTICATION_ERROR
txn_00070853,503.52,INR,UPI,HDFC,FOOD,8,6,MOBILE,4G,302,23,2,0,4,1,254,184,0.9455,0.9276,0,
txn_00070854,1549.35,INR,UPI,AXIS,ECOMMERCE,14,5,MOBILE,5G,108,6,1,0,3,0,911,186,0.5548,0.9547,0,
txn_00070855,340.1,INR,UPI,SBI,FOOD,10,1,DESKTOP,5G,57,5,0,0,1,1,34,52,0.8766,0.9607,0,
txn_00070856,8313.25,INR,UPI,SBI,TRAVEL,12,5,MOBILE,WIFI,158,20,2,0,3,0,494,137,0.8837,0.9337,0,
txn_00070857,3244.02,INR,DEBIT_CARD,SBI,ECOMMERCE,9,0,MOBILE,4G,249,15,3,0,1,1,424,243,0.89,0.8785,0,
txn_00070858,680.24,INR,UPI,HDFC,UTILITIES,12,2,DESKTOP,2G,121,11,2,0,2,0,473,495,0.9397,0.9621,0,
txn_00070859,1284.76,INR,NET_BANKING,HDFC,UTILITIES,6,6,MOBILE,WIFI,469,23,2,0,2,0,254,47,0.9348,0.9726,0,
txn_00070860,31342.54,INR,UPI,ICICI,EDUCATION,0,3,MOBILE,4G,497,49,6,4,3,0,166,241,0.9269,0.9498,0,
txn_00070861,1389.96,INR,UPI,SBI,UTILITIES,20,4,MOBILE,WIFI,143,10,1,1,4,1,364,157,0.8758,0.9695,1,NETWORK_DROP
txn_00070862,474.33,INR,UPI,ICICI,FOOD,17,5,MOBILE,4G,441,29,5,1,3,0,290,86,0.935,0.9439,0,
txn_00070863,4031.88,INR,UPI,SBI,ECOMMERCE,16,2,DESKTOP,5G,218,15,5,0,3,0,254,46,0.8892,0.937,0,
txn_00070864,472.81,INR,DEBIT_CARD,SBI,ECOMMERCE,15,0,MOBILE,5G,47,1,0,0,4,0,171,77,0.8697,0.9337,0,
txn_00070865,303.45,INR,UPI,ICICI,HEALTHCARE,18,1,MOBILE,5G,256,16,2,0,2,0,294,165,0.9233,0.9607,0,
txn_00070866,2026.62,INR,DEBIT_CARD,HDFC,ECOMMERCE,19,5,MOBILE,4G,358,24,1,1,1,0,316,77,0.9272,0.953,1,USER_AUTHENTICATION_ERROR
txn_00070867,381.23,INR,UPI,HDFC,ENTERTAINMENT,21,2,MOBILE,4G,328,20,3,0,2,0,125,179,0.9405,0.9149,0,
txn_00070868,273.6,INR,UPI,HDFC,FOOD,10,0,MOBILE,4G,298,23,2,4,1,1,174,135,0.9482,0.9551,1,USER_AUTHENTICATION_ERROR
txn_00070869,1817.86,INR,UPI,SBI,ECOMMERCE,19,4,DESKTOP,5G,618,31,5,0,5,0,838,410,0.548,0.9284,1,BANK_DOWNTIME
txn_00070870,6341.73,INR,NET_BANKING,HDFC,ECOMMERCE,23,3,MOBILE,WIFI,189,8,1,1,1,0,87,79,0.9448,0.9428,0,
txn_00070871,81.83,INR,CREDIT_CARD,ICICI,FOOD,5,3,DESKTOP,5G,170,8,1,0,2,1,212,116,0.9311,0.9448,0,
txn_00070872,354.44,INR,UPI,HDFC,UTILITIES,12,1,MOBILE,4G,984,83,10,0,2,0,281,208,0.9471,0.9432,0,
txn_00070873,208.96,INR,UPI,ICICI,ECOMMERCE,13,5,MOBILE,4G,672,44,7,0,2,0,210,285,0.9487,0.9424,0,
txn_00070874,3732.07,INR,CREDIT_CARD,AXIS,TRAVEL,20,4,MOBILE,5G,582,29,3,0,4,1,130,201,0.9062,0.9189,0,
txn_00070875,1628.6,INR,UPI,AXIS,ECOMMERCE,1,6,DESKTOP,5G,87,6,1,1,3,0,267,199,0.9169,0.9628,0,
txn_00070876,190.06,INR,UPI,HDFC,FOOD,16,6,TABLET,4G,793,54,13,1,1,0,68,406,0.9437,0.8932,0,
txn_00070877,477.22,INR,UPI,SBI,UTILITIES,21,1,MOBILE,5G,141,11,0,1,2,0,709,255,0.8578,0.9717,1,INSUFFICIENT_FUNDS
txn_00070878,980.58,INR,DEBIT_CARD,HDFC,TRAVEL,9,4,MOBILE,5G,808,72,9,0,4,0,91,162,0.9378,0.9645,0,
txn_00070879,1610.04,INR,DEBIT_CARD,HDFC,ECOMMERCE,8,3,MOBILE,4G,187,8,1,1,2,1,219,157,0.9317,0.9596,0,
txn_00070880,310.53,INR,UPI,HDFC,UTILITIES,23,1,DESKTOP,4G,273,19,5,0,3,1,214,225,0.9375,0.9717,0,
txn_00070881,334.92,INR,UPI,SBI,FOOD,20,5,MOBILE,4G,365,19,1,0,3,1,167,220,0.8719,0.9284,0,
txn_00070882,592.87,INR,UPI,HDFC,ENTERTAINMENT,18,2,MOBILE,4G,315,18,2,0,4,0,238,79,0.9312,0.9417,0,
txn_00070883,1767.73,INR,UPI,ICICI,ECOMMERCE,13,1,MOBILE,5G,651,43,7,0,2,0,398,162,0.9308,0.9453,0,
txn_00070884,534.96,INR,NET_BANKING,SBI,FOOD,20,1,MOBILE,4G,24,2,0,0,4,0,319,256,0.8713,0.946,0,
txn_00070885,4599.0,INR,UPI,HDFC,TRAVEL,21,6,MOBILE,5G,17,2,0,0,3,1,85,107,0.9397,0.9592,0,
txn_00070886,3100.02,INR,UPI,ICICI,HEALTHCARE,18,4,MOBILE,WIFI,232,14,1,0,3,0,489,108,0.93,0.9659,0,
txn_00070887,1092.16,INR,UPI,AXIS,ECOMMERCE,13,0,MOBILE,WIFI,525,40,15,0,4,0,150,142,0.911,0.9458,0,
txn_00070888,1124.82,INR,UPI,HDFC,ECOMMERCE,16,3,DESKTOP,3G,103,5,1,0,3,1,650,376,0.9522,0.932,0,
txn_00070889,524.06,INR,DEBIT_CARD,HDFC,FOOD,8,6,MOBILE,5G,268,17,5,2,3,0,77,266,0.946,0.9238,0,
txn_00070890,3747.09,INR,UPI,SBI,HEALTHCARE,9,0,DESKTOP,4G,157,11,3,0,3,0,292,125,0.8673,0.9674,0,
txn_00070891,4555.63,INR,UPI,AXIS,ECOMMERCE,19,2,DESKTOP,5G,666,43,7,2,4,0,1358,121,0.667,0.9663,1,BANK_DOWNTIME
txn_00070892,553.45,INR,DEBIT_CARD,AXIS,FOOD,5,3,MOBILE,5G,52,4,1,0,3,1,131,107,0.9216,0.9637,0,
txn_00070893,861.66,INR,UPI,HDFC,FOOD,7,1,TABLET,3G,157,11,1,0,2,0,215,183,0.9384,0.9398,0,
txn_00070894,3201.79,INR,UPI,SBI,ECOMMERCE,15,3,MOBILE,5G,1136,70,11,0,4,0,183,232,0.8794,0.9519,0,
txn_00070895,1679.17,INR,DEBIT_CARD,ICICI,TRAVEL,9,0,DESKTOP,5G,350,21,2,0,3,0,155,92,0.9247,0.922,0,
txn_00070896,653.98,INR,UPI,HDFC,FOOD,11,5,MOBILE,5G,409,22,1,0,4,0,68,274,0.9484,0.9316,0,
txn_00070897,276.57,INR,UPI,SBI,FOOD,13,6,MOBILE,5G,340,28,2,0,1,1,233,122,0.8893,0.9306,0,
txn_00070898,347.25,INR,UPI,ICICI,FOOD,15,3,MOBILE,WIFI,649,49,7,1,5,0,175,197,0.9078,0.9127,0,
txn_00070899,1662.68,INR,CREDIT_CARD,ICICI,ECOMMERCE,11,6,MOBILE,4G,373,25,2,0,3,0,204,142,0.9328,0.9439,0,
txn_00070900,240.03,INR,CREDIT_CARD,SBI,FOOD,14,4,MOBILE,WIFI,470,24,7,0,2,0,583,64,0.9109,0.9534,0,
txn_00070901,614.89,INR,DEBIT_CARD,SBI,UTILITIES,12,0,MOBILE,WIFI,118,6,1,0,2,1,109,197,0.8597,0.9508,0,
txn_00070902,8139.75,INR,DEBIT_CARD,ICICI,TRAVEL,8,1,MOBILE,5G,340,27,5,0,3,0,315,194,0.9278,0.9211,0,
txn_00070903,427.19,INR,UPI,ICICI,FOOD,20,0,MOBILE,4G,609,47,13,0,3,0,407,270,0.9298,0.9153,0,
txn_00070904,710.06,INR,CREDIT_CARD,HDFC,FOOD,11,5,MOBILE,4G,381,22,3,2,2,1,104,110,0.9363,0.9365,0,
txn_00070905,163.27,INR,CREDIT_CARD,HDFC,FOOD,17,5,MOBILE,WIFI,286,27,4,0,4,0,362,82,0.9274,0.9347,0,
txn_00070906,756.12,INR,UPI,SBI,FOOD,16,3,MOBILE,4G,533,36,8,0,2,0,424,104,0.8748,0.9682,0,
txn_00070907,2266.49,INR,DEBIT_CARD,SBI,ECOMMERCE,10,5,MOBILE,5G,127,4,1,0,1,1,81,55,0.8721,0.9365,0,
txn_00070908,1293.63,INR,UPI,HDFC,ECOMMERCE,5,6,MOBILE,5G,476,26,2,0,6,0,434,89,0.9429,0.9331,1,USER_AUTHENTICATION_ERROR
txn_00070909,739.38,INR,UPI,HDFC,UTILITIES,20,2,DESKTOP,4G,332,15,2,0,2,1,82,135,0.9382,0.9472,0,
txn_00070910,1315.13,INR,UPI,SBI,ECOMMERCE,14,6,MOBILE,4G,976,75,4,1,2,0,292,114,0.8885,0.7696,1,GATEWAY_TIMEOUT
txn_00070911,9197.46,INR,DEBIT_CARD,AXIS,EDUCATION,13,5,MOBILE,5G,247,19,1,1,3,0,103,96,0.9315,0.9332,0,
txn_00070912,1421.73,INR,CREDIT_CARD,HDFC,ECOMMERCE,19,3,MOBILE,WIFI,536,35,9,0,3,0,72,292,0.9496,0.8968,1,INSUFFICIENT_FUNDS
txn_00070913,16946.34,INR,NET_BANKING,SBI,TRAVEL,6,2,MOBILE,4G,494,32,2,0,1,1,420,314,0.8709,0.9484,1,INSUFFICIENT_FUNDS
txn_00070914,231.02,INR,UPI,SBI,ENTERTAINMENT,19,6,MOBILE,WIFI,754,39,7,0,2,0,253,198,0.8823,0.937,0,
txn_00070915,620.83,INR,CREDIT_CARD,AXIS,ENTERTAINMENT,13,3,MOBILE,3G,236,9,6,1,5,1,294,263,0.9004,0.9441,0,
txn_00070916,1144.35,INR,UPI,SBI,ECOMMERCE,16,2,MOBILE,4G,124,10,2,0,2,0,510,161,0.8902,0.9325,0,
txn_00070917,435.12,INR,UPI,HDFC,UTILITIES,19,4,MOBILE,5G,209,9,2,0,3,0,410,106,0.9546,0.9336,0,
txn_00070918,1307.69,INR,UPI,HDFC,ECOMMERCE,15,6,MOBILE,3G,321,21,2,0,5,0,278,231,0.95,0.9429,0,
txn_00070919,1373.18,INR,UPI,HDFC,ECOMMERCE,7,4,MOBILE,4G,878,56,4,0,3,0,259,217,0.9334,0.9565,0,
txn_00070920,413.42,INR,UPI,HDFC,ENTERTAINMENT,18,6,MOBILE,5G,100,7,2,0,3,0,389,62,0.9499,0.9614,0,
txn_00070921,3241.28,INR,UPI,HDFC,UTILITIES,19,5,MOBILE,WIFI,224,22,2,0,1,1,89,203,0.957,0.9714,0,
txn_00070922,718.65,INR,NET_BANKING,SBI,ECOMMERCE,14,6,DESKTOP,4G,434,41,6,0,3,0,376,338,0.866,0.9293,0,
txn_00070923,3019.65,INR,UPI,SBI,ECOMMERCE,13,5,DESKTOP,4G,185,12,1,1,1,1,104,93,0.8693,0.9313,0,
txn_00070924,33468.08,INR,UPI,SBI,EDUCATION,10,4,DESKTOP,4G,661,53,11,4,1,1,231,86,0.8796,0.9563,0,
txn_00070925,1179.41,INR,UPI,ICICI,ECOMMERCE,17,0,DESKTOP,4G,362,26,2,0,2,0,221,114,0.9231,0.9591,0,
txn_00070926,836.12,INR,NET_BANKING,HDFC,ECOMMERCE,20,2,DESKTOP,4G,180,12,1,0,4,0,65,104,0.9477,0.9282,1,USER_AUTHENTICATION_ERROR
txn_00070927,104582.59,INR,UPI,AXIS,EDUCATION,17,0,MOBILE,4G,465,26,5,0,1,1,201,304,0.9088,0.9295,0,
txn_00070928,14692.08,INR,UPI,SBI,TRAVEL,19,6,MOBILE,4G,102,5,0,0,4,0,576,195,0.8678,0.9725,0,
txn_00070929,539.63,INR,UPI,ICICI,FOOD,20,6,TABLET,WIFI,99,6,1,0,3,0,257,81,0.9281,0.9607,0,
txn_00070930,3226.2,INR,CREDIT_CARD,HDFC,ECOMMERCE,10,1,DESKTOP,4G,127,7,1,0,2,0,245,190,0.9381,0.928,0,
txn_00070931,821.44,INR,DEBIT_CARD,SBI,UTILITIES,13,4,DESKTOP,4G,298,17,1,0,2,0,85,193,0.8801,0.8872,0,
txn_00070932,517.78,INR,UPI,HDFC,FOOD,13,5,MOBILE,4G,190,8,1,0,4,0,249,58,0.9483,0.9594,0,
txn_00070933,992.68,INR,UPI,HDFC,TRAVEL,16,0,DESKTOP,4G,629,34,4,0,2,0,402,82,0.9245,0.9677,1,INSUFFICIENT_FUNDS
txn_00070934,333.25,INR,UPI,HDFC,ECOMMERCE,7,6,MOBILE,4G,402,24,5,0,2,0,189,61,0.9442,0.9337,0,
txn_00070935,1619.68,INR,DEBIT_CARD,HDFC,TRAVEL,16,4,MOBILE,4G,442,20,1,0,2,0,112,590,0.9286,0.7225,0,
txn_00070936,537.28,INR,DEBIT_CARD,AXIS,FOOD,8,2,MOBILE,WIFI,121,9,1,0,3,1,250,102,0.9202,0.9326,0,
txn_00070937,1348.1,INR,NET_BANKING,HDFC,ECOMMERCE,19,4,MOBILE,4G,116,7,1,0,3,1,312,223,0.9411,0.8827,0,
txn_00070938,3114.18,INR,NET_BANKING,AXIS,HEALTHCARE,22,4,MOBILE,WIFI,167,12,1,0,1,1,196,134,0.8915,0.9556,0,
txn_00070939,647.68,INR,CREDIT_CARD,ICICI,ENTERTAINMENT,11,0,DESKTOP,3G,242,10,2,0,2,0,267,185,0.9165,0.9207,0,
txn_00070940,289.92,INR,NET_BANKING,SBI,HEALTHCARE,15,4,MOBILE,4G,267,11,1,1,3,1,181,108,0.8615,0.9528,0,
txn_00070941,229.26,INR,NET_BANKING,SBI,ECOMMERCE,20,4,MOBILE,5G,319,30,7,1,4,1,219,199,0.8732,0.9578,0,
txn_00070942,300.01,INR,DEBIT_CARD,AXIS,FOOD,11,1,MOBILE,5G,536,31,4,1,3,0,153,205,0.8991,0.9411,0,
txn_00070943,9501.07,INR,NET_BANKING,SBI,ECOMMERCE,9,0,MOBILE,4G,156,15,2,1,3,0,388,102,0.9092,0.9502,0,
txn_00070944,662.28,INR,NET_BANKING,AXIS,ECOMMERCE,19,3,MOBILE,3G,153,8,3,2,4,0,272,325,0.9084,0.9178,1,USER_AUTHENTICATION_ERROR
txn_00070945,1669.34,INR,CREDIT_CARD,SBI,ECOMMERCE,18,0,MOBILE,5G,464,38,5,0,4,0,178,83,0.8829,0.9581,0,
txn_00070946,782.68,INR,UPI,HDFC,UTILITIES,16,2,MOBILE,4G,705,54,11,0,3,1,333,103,0.9369,0.9363,0,
txn_00070947,274.48,INR,UPI,HDFC,FOOD,21,3,TABLET,4G,256,16,2,0,2,0,193,119,0.9376,0.9727,0,
txn_00070948,962.68,INR,UPI,HDFC,ECOMMERCE,22,0,MOBILE,4G,503,36,3,0,3,0,118,131,0.9361,0.9576,0,
txn_00070949,1548.73,INR,UPI,HDFC,ECOMMERCE,20,6,MOBILE,4G,534,29,4,0,5,0,202,159,0.9261,0.9569,0,
txn_00070950,399.59,INR,UPI,SBI,UTILITIES,11,2,MOBILE,4G,636,53,5,0,3,1,1049,157,0.5366,0.9337,1,BANK_DOWNTIME
txn_00070951,902.17,INR,UPI,HDFC,UTILITIES,10,3,MOBILE,4G,650,49,8,0,5,0,208,182,0.948,0.9373,0,
txn_00070952,250.47,INR,UPI,AXIS,FOOD,20,4,DESKTOP,5G,112,13,1,0,2,0,182,25,0.9245,0.9692,0,
txn_00070953,52940.34,INR,DEBIT_CARD,ICICI,EDUCATION,17,3,DESKTOP,4G,413,27,2,4,4,0,195,202,0.9156,0.9419,1,USER_AUTHENTICATION_ERROR
txn_00070954,303.78,INR,UPI,HDFC,UTILITIES,13,1,MOBILE,4G,704,52,20,0,3,0,187,317,0.9293,0.9269,0,
txn_00070955,91.6,INR,UPI,SBI,FOOD,13,1,DESKTOP,4G,695,50,13,0,4,1,225,115,0.8953,0.9308,0,
txn_00070956,598.1,INR,CREDIT_CARD,HDFC,FOOD,20,1,MOBILE,5G,174,11,2,0,2,1,206,213,0.9388,0.9209,0,
txn_00070957,345.53,INR,NET_BANKING,HDFC,FOOD,9,2,MOBILE,5G,347,22,1,0,4,0,73,276,0.9302,0.8883,0,
txn_00070958,3509.97,INR,UPI,AXIS,ECOMMERCE,21,5,MOBILE,4G,815,45,0,0,2,0,330,212,0.9092,0.962,0,
txn_00070959,1940.73,INR,UPI,ICICI,TRAVEL,17,4,MOBILE,WIFI,397,24,8,0,1,1,471,50,0.9455,0.9261,0,
txn_00070960,1049.05,INR,UPI,AXIS,ECOMMERCE,19,4,MOBILE,4G,183,10,1,1,2,0,261,97,0.9143,0.9334,0,
txn_00070961,381.2,INR,UPI,AXIS,ECOMMERCE,12,1,MOBILE,3G,715,44,5,0,4,0,504,265,0.9265,0.8814,1,GATEWAY_TIMEOUT
txn_00070962,1059.05,INR,UPI,SBI,FOOD,16,0,MOBILE,4G,112,13,0,1,2,1,218,198,0.8841,0.9686,0,
txn_00070963,4677.59,INR,NET_BANKING,AXIS,ECOMMERCE,19,1,MOBILE,WIFI,220,8,2,0,3,1,357,35,0.8924,0.9607,1,BANK_DOWNTIME
txn_00070964,896.01,INR,CREDIT_CARD,HDFC,FOOD,13,5,MOBILE,3G,485,36,3,0,2,0,292,259,0.9344,0.9421,1,NETWORK_DROP
txn_00070965,450.52,INR,DEBIT_CARD,SBI,FOOD,14,5,MOBILE,4G,261,15,2,0,4,0,369,63,0.859,0.9652,0,
txn_00070966,815.46,INR,DEBIT_CARD,HDFC,UTILITIES,16,4,MOBILE,4G,217,11,2,3,2,0,310,283,0.9672,0.9532,0,
txn_00070967,1170.48,INR,UPI,HDFC,ECOMMERCE,7,6,MOBILE,5G,523,29,2,1,4,0,222,216,0.9283,0.938,0,
txn_00070968,877.23,INR,UPI,SBI,ENTERTAINMENT,20,0,MOBILE,4G,147,8,0,0,3,0,289,80,0.8584,0.8958,0,
txn_00070969,425.51,INR,UPI,HDFC,ENTERTAINMENT,20,4,TABLET,4G,468,45,16,0,2,1,203,74,0.9545,0.9498,0,
